ID,gene,t,P.Value,F1,CHR,MAPINFO,Strand,Type,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,logFC,AveExpr
cg26344379,ERBB3,-6.923048458,8.41E-12,0.808177905,12,56472617,F,II,TSS1500,shore,TSS1500-shore,chr12:56472792-56474393,,,,,,-0.055843988,0.927751162
cg16713808,CRNN,-7.646084912,5.32E-14,0.821150855,1,152388040,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.13319907,0.848726067
cg15076824,CRP,-7.654452758,5.00E-14,0.802989306,1,159685185,F,II,TSS1500,opensea,TSS1500-opensea,,,,,rs34527024,,-0.136923585,0.357713406
cg10124440,USP5,-7.685779286,3.98E-14,0.808044443,12,6960295,F,II,TSS1500,shore,TSS1500-shore,chr12:6961005-6961873,,,,,,-0.12248032,0.424560519
cg10430963,FBXO47,-7.722436789,3.04E-14,0.800227216,17,37124558,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.090738854,0.861928424
cg26415633,KLK1,-7.820547059,1.47E-14,0.811866456,19,51327356,F,II,TSS1500,shelf,TSS1500-shelf,chr19:51330212-51330470,,,,,,-0.156440237,0.505446983
cg06183287,SLC5A9,-7.925453302,6.71E-15,0.803629578,1,48687392,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.094964364,0.859860865
cg16177693,NR0B2,-7.94306865,5.87E-15,0.806140134,1,27240669,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.142704598,0.466917722
cg13618111,MRAS,-7.96571269,4.95E-15,0.808543364,3,138065265,R,II,TSS1500,shore,TSS1500-shore,chr3:138066795-138067854,,,,,,-0.11319702,0.854350837
cg03045620,SLC44A4,-8.015870297,3.39E-15,0.842105263,6,31846970,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.145392991,0.490050193
cg02732941,TSHZ2,-8.23169129,6.46E-16,0.840214044,20,51587797,R,II,TSS1500,shore,TSS1500-shore,chr20:51589707-51590020,,,,rs76764607,,-0.195394743,0.608440033
cg22186223,CCL1,-8.298250848,3.84E-16,0.809348093,17,32690367,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.167137316,0.530252368
cg25342005,TRIM62,-8.504797716,7.52E-17,0.824871407,1,33648656,R,II,TSS1500,shore,TSS1500-shore,chr1:33646613-33647878,,,,,,-0.161143052,0.514047169
cg09147400,ABCC11,-8.50966568,7.24E-17,0.899022801,16,48269819,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.191189103,0.5657657
cg19291926,CDC6,-8.532636428,6.02E-17,0.83138503,17,38443698,F,II,TSS1500,shore,TSS1500-shore,chr17:38443815-38444152,,,,rs5820341,,-0.111181262,0.235823651
cg21109025,CCL2,-8.53764572,5.79E-17,0.80612279,17,32580869,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.178859426,0.778267929
cg13621396,STIM2,-8.609830051,3.24E-17,0.804812834,4,26861261,R,II,TSS1500,shore,TSS1500-shore,chr4:26862031-26863238,,TRUE,,,,-0.136268025,0.343930193
cg00856952,MIR495,-8.629718653,2.76E-17,0.80726525,14,101499433,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.161426735,0.751279235
cg04380653,ASCL2,-8.755069606,9.97E-18,0.837209302,11,2293164,R,I,TSS1500,shore,TSS1500-shore,chr11:2290104-2292932,,,,,,-0.166438936,0.545866491
cg06705237,FBP1,-8.762613812,9.38E-18,0.828390977,9,97402555,R,II,TSS200,shore,TSS200-shore,chr9:97401286-97402067,,,high-CpG:96441502-96442385,,,-0.185620784,0.624620108
cg07997737,NRTN,-8.859950207,4.22E-18,0.857042095,19,5822630,R,II,TSS1500,shore,TSS1500-shore,chr19:5824103-5824334,,,,,,-0.154118917,0.450357661
cg20317116,GBA3,-8.954539034,1.93E-18,0.82179676,4,22694230,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.180133271,0.679193044
cg03785076,SNED1,-8.981063986,1.54E-18,0.85881865,2,241936915,R,II,TSS1500,shore,TSS1500-shore,chr2:241937716-241938468,,TRUE,,,,-0.182023866,0.438706144
cg01752628,SPACA3,-9.004878587,1.27E-18,0.812688822,17,31317382,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.166067047,0.812548916
cg13585586,ALDOB,-9.034690198,9.86E-19,0.804930124,9,104199266,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.173550723,0.548832805
cg20001087,NUAK2,-9.126760147,4.54E-19,0.822973389,1,205291791,F,II,TSS1500,shore,TSS1500-shore,chr1:205290232-205291035,,,,rs79110005,,-0.046153537,0.927394847
cg16244299,SLCO2B1,-9.148547335,3.78E-19,0.84976828,11,74860623,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.123206065,0.834704269
cg04776489,VPREB1,-9.17098012,3.12E-19,0.826527571,22,22597965,F,II,TSS1500,opensea,TSS1500-opensea,,,,,rs11089976,,-0.150207741,0.549462659
cg21588562,FTMT,-9.253571004,1.55E-19,0.833202573,5,121187589,F,I,TSS200,island,TSS200-island,chr5:121187387-121188124,,,,,,-0.216049771,0.763621725
cg13688966,TM4SF4,-9.267825427,1.37E-19,0.806159932,3,149192377,F,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.168956426,0.670280881
cg26509022,ALDH1A3,-9.387772819,4.88E-20,0.862745098,15,101419296,R,I,TSS1500,island,TSS1500-island,chr15:101419261-101421133,,,,,,-0.201388554,0.304847681
cg11547724,HPX,-9.400559986,4.37E-20,0.868636364,11,6462452,F,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.190618608,0.620013545
cg25426350,HPX,-9.412129341,3.95E-20,0.857142857,11,6462391,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.195476686,0.51545321
cg17980364,TMEM135,-9.422572418,3.61E-20,0.812721713,11,86748241,R,II,TSS1500,shore,TSS1500-shore,chr11:86748660-86749093,,,,,,-0.170734311,0.465331321
cg27120020,GLI2,-9.438211804,3.15E-20,0.826865672,2,121554418,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.16911941,0.810673087
cg03995631,BTLA,-9.468625577,2.42E-20,0.849468274,3,112218510,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.18524099,0.767265468
cg04558553,UGT2B7,-9.468648977,2.42E-20,0.801857585,4,69960869,F,II,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,-0.199502385,0.57583724
cg06650786,NOTCH3,-9.491288493,1.99E-20,0.886186586,19,15312129,F,II,TSS1500,shore,TSS1500-shore,chr19:15310519-15312027,TRUE,,,,,-0.113379888,0.207212789
cg21151963,HLA-DPB1,-9.502492809,1.80E-20,0.801232666,6,33043220,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.159416782,0.800860033
cg01119169,MIR485,-9.526352673,1.46E-20,0.823529412,14,101521603,F,I,TSS200,opensea,TSS200-opensea,,,TRUE,,,,-0.182507724,0.763865091
cg24529722,SLC44A4,-9.550619546,1.18E-20,0.854503597,6,31846924,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.185696315,0.490843708
cg07529715,CTHRC1,-9.602412268,7.50E-21,0.867277601,8,104383413,F,II,TSS1500,island,TSS1500-island,chr8:104383409-104384109,,,,rs7838990,,-0.162722752,0.285029751
cg25119415,MNDA,-9.605071762,7.33E-21,0.85937269,1,158799935,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.260084851,0.541032195
cg01364826,LEMD1,-9.607231853,7.19E-21,0.88743662,1,205392200,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.235516004,0.417542223
cg17091967,FGFBP1,-9.680411192,3.77E-21,0.811375042,4,15940897,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.200100526,0.654911238
cg02887623,MIR369,-9.684640173,3.63E-21,0.82599278,14,101531755,R,I,TSS200,island,TSS200-island,chr14:101531643-101532384,,,,,,-0.172110335,0.747865321
cg02691745,MIR411,-9.700702721,3.15E-21,0.824742268,14,101488488,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.200340372,0.764488252
cg14072219,MAP1LC3C,-9.715821807,2.75E-21,0.819780494,1,242162802,F,II,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,-0.196359233,0.762600645
cg16914277,HLA-DOA,-9.731015539,2.40E-21,0.819997456,6,32978053,R,II,TSS1500,shelf,TSS1500-shelf,chr6:32975684-32975926,,,,,,-0.186593346,0.770596261
cg18010131,AMPD3,-9.756173898,1.92E-21,0.828340373,11,10476620,F,II,TSS200,shelf,TSS200-shelf,chr11:10472000-10472857,TRUE,,,,,-0.186372706,0.782275043
cg18269894,MIR410,-9.764806457,1.78E-21,0.8183161,14,101532106,R,II,TSS200,island,TSS200-island,chr14:101531643-101532384,,,,,,-0.21849268,0.754118886
cg23232755,F11,-9.823833177,1.05E-21,0.83658344,4,187186265,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.203418869,0.762824222
cg13151664,KALRN,-9.86498469,7.26E-22,0.830132939,3,123813232,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.211449463,0.746364664
cg01064131,ATP4B,-9.895662253,5.51E-22,0.800323363,13,114312577,R,II,TSS200,opensea,TSS200-opensea,,,,,,rs77114191,-0.166653443,0.670518662
cg06784848,DCC,-9.924427605,4.25E-22,0.801009883,18,49865791,R,II,TSS1500,shelf,TSS1500-shelf,chr18:49868377-49868759,,,,,,-0.207009228,0.708581752
cg11984608,CLDN16,-10.09661909,8.87E-23,0.86167147,3,190105555,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.201137824,0.779814559
cg12042952,AFF3,-10.11300046,7.63E-23,0.907506849,2,100723240,F,II,TSS1500,shelf,TSS1500-shelf,chr2:100720385-100720741,,TRUE,,rs34694533,,-0.21877668,0.509725642
cg09785991,CLCA1,-10.16780135,4.61E-23,0.852910663,1,86934365,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.195482635,0.612060105
cg08324925,CSF2,-10.17320571,4.39E-23,0.822387207,5,131409159,F,II,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,-0.110452089,0.844364629
cg03328730,CD1D,-10.17953311,4.14E-23,0.811673644,1,158149722,R,II,TSS200,shore,TSS200-shore,chr1:158150620-158151503,,,,,,-0.21787838,0.73110882
cg23772843,F7,-10.19351073,3.64E-23,0.818209782,13,113759909,R,II,TSS200,shore,TSS200-shore,chr13:113761566-113765534,TRUE,,,,,-0.171046066,0.423260645
cg00955451,APBA2,-10.2214444,2.81E-23,0.808777429,15,29213640,F,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.201739809,0.74221451
cg15579587,LRRFIP1,-10.22480296,2.73E-23,0.808575804,2,238600061,F,I,TSS1500,island,TSS1500-island,chr2:238599857-238601430,,,,,,-0.184363855,0.337281644
cg13792581,TOMM34,-10.23044957,2.59E-23,0.851714661,20,43590115,R,II,TSS1500,shore,TSS1500-shore,chr20:43588720-43589230,,,,,,-0.209900423,0.69358616
cg04454576,ASCL2,-10.23409782,2.50E-23,0.85255814,11,2293260,F,II,TSS1500,shore,TSS1500-shore,chr11:2290104-2292932,,,,,,-0.175029825,0.598772441
cg13407883,SIGLEC9,-10.27575117,1.70E-23,0.843025693,19,51627843,F,II,TSS1500,opensea,TSS1500-opensea,,,,,rs72483936,rs77319859,-0.208472619,0.553118957
cg24343720,CLDN17,-10.314752,1.18E-23,0.802611753,21,31539057,F,II,TSS200,opensea,TSS200-opensea,,,,,rs11910029,,-0.229426032,0.582396442
cg03558769,BOK,-10.31665774,1.16E-23,0.806803452,2,242497595,R,II,TSS1500,shore,TSS1500-shore,chr2:242498013-242499274,,,,,,-0.205111151,0.587610768
cg08080145,RAB37,-10.3330301,9.99E-24,0.800867706,17,72666670,R,II,TSS1500,shore,TSS1500-shore,chr17:72667195-72667710,,,,,,-0.224503501,0.691791993
cg08929133,AHSG,-10.33464319,9.84E-24,0.839711323,3,186330026,F,I,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.220343664,0.71485523
cg00457155,SPTY2D1,-10.35566653,8.09E-24,0.846996931,11,18656868,F,II,TSS1500,shore,TSS1500-shore,chr11:18655811-18656482,,,,rs78508845,,-0.207097278,0.64524463
cg04063348,IL17F,-10.41542554,4.62E-24,0.865714286,6,52109347,F,II,TSS200,opensea,TSS200-opensea,,,,,rs11465538,,-0.204111992,0.754362237
cg07529087,FURIN,-10.4332099,3.91E-24,0.838343195,15,91410508,F,II,TSS1500,shelf,TSS1500-shelf,chr15:91414311-91415427,,,,,,-0.185913727,0.581099488
cg04880990,KRT6A,-10.43977794,3.68E-24,0.833129584,12,52887566,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,rs76570245,-0.235522043,0.660209537
cg09868882,GRM8,-10.443165,3.56E-24,0.814821575,7,126883640,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.225663146,0.717692555
cg14443301,FTMT,-10.46786457,2.82E-24,0.811292719,5,121187598,R,I,TSS200,island,TSS200-island,chr5:121187387-121188124,,,,,,-0.183093233,0.7331266
cg22537343,MIR525,-10.47501834,2.64E-24,0.821052632,19,54199481,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.172307312,0.804954394
cg04567302,SLC44A4,-10.48962508,2.30E-24,0.844703024,6,31846956,F,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.246184819,0.604254574
cg13946792,PEG3,-10.52427904,1.66E-24,0.81174801,19,57337648,F,II,TSS1500,opensea,TSS1500-opensea,,,,,rs10411432,,-0.230620395,0.696856319
cg07942479,ACSL1,-10.52557207,1.64E-24,0.863758951,4,185747981,R,I,TSS1500,shore,TSS1500-shore,chr4:185746557-185747827,,,,,,-0.180497306,0.265802348
cg23029159,MIR154,-10.55826069,1.20E-24,0.847913863,14,101524635,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.233899995,0.662063705
cg24296478,LCOR,-10.57624175,1.01E-24,0.803797468,10,98590574,R,II,TSS1500,shore,TSS1500-shore,chr10:98591707-98593273,,,,,,-0.138786936,0.194814286
cg06173509,CARD11,-10.62492434,6.38E-25,0.82179676,7,3084077,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.222801926,0.722752869
cg06465315,BATF2,-10.62523361,6.36E-25,0.824925816,11,64765498,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.194064582,0.745483589
cg04436701,MIR557,-10.63663393,5.71E-25,0.825153374,1,168344264,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.16637895,0.794012119
cg20336809,ATP4B,-10.65225961,4.92E-25,0.862643203,13,114312763,R,I,TSS1500,opensea,TSS1500-opensea,,,,,,rs75642436,-0.226415796,0.610682734
cg26467279,PMEPA1,-10.65483124,4.80E-25,0.840323201,20,56287052,F,I,TSS1500,shore,TSS1500-shore,chr20:56283891-56285395,,,,,,-0.136972375,0.479028712
cg12799739,CRYBG3,-10.66070941,4.54E-25,0.852223816,3,97595056,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.234378682,0.750744923
cg26859016,IKBKE,-10.7526524,1.88E-25,0.825095417,1,206643375,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.15120014,0.295163611
cg23021650,TCHH,-10.75580044,1.83E-25,0.843930636,1,152087889,F,II,TSS1500,shelf,TSS1500-shelf,chr1:152083021-152084240,,,,,,-0.244563915,0.720769596
cg04524088,MIR129-1,-10.76393237,1.69E-25,0.829555673,7,127847835,F,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.17171561,0.412073441
cg17971837,PVALB,-10.7711999,1.57E-25,0.808515905,22,37215996,R,II,TSS1500,shelf,TSS1500-shelf,chr22:37212769-37213467,,,,,,-0.168981305,0.477508336
cg09230646,HEATR3,-10.77133453,1.57E-25,0.828696925,16,50099117,R,II,TSS1500,shore,TSS1500-shore,chr16:50099720-50100534,,,,,,-0.232799308,0.735909419
cg16819028,PKP1,-10.77218537,1.56E-25,0.829493088,1,201251982,F,II,TSS1500,shore,TSS1500-shore,chr1:201252452-201253648,,,,,,-0.226892033,0.719637213
cg04753936,LILRB1,-10.7745409,1.52E-25,0.841791045,19,55141618,F,I,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.264513086,0.67766035
cg02709052,TMEM135,-10.77600471,1.50E-25,0.846026588,11,86748071,F,II,TSS1500,shore,TSS1500-shore,chr11:86748660-86749093,,,,,rs76377279,-0.215174127,0.498684129
cg21815220,TNFRSF4,-10.77627019,1.50E-25,0.808577242,1,1150410,F,II,TSS1500,shore,TSS1500-shore,chr1:1149055-1149524,,,,rs35791369,,-0.140590144,0.457517828
cg23247337,HRH1,-10.81387908,1.04E-25,0.807749627,3,11178285,R,I,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,-0.21692427,0.711929761
cg08989942,CD207,-10.84336814,7.85E-26,0.832803447,2,71063282,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.201267991,0.731499173
cg11654011,CEACAM8,-10.85122369,7.27E-26,0.848181083,19,43099795,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.235561544,0.675849074
cg17392201,MIR1323,-10.90963524,4.13E-26,0.825882353,19,54173935,F,II,TSS1500,opensea,TSS1500-opensea,,,,,rs7259011,,-0.226531762,0.435439955
cg12820006,MIR758,-10.92219313,3.65E-26,0.814814815,14,101491497,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.235098737,0.747682238
cg16226106,MIR1-1,-10.94418875,2.95E-26,0.835516739,20,61150516,R,II,TSS1500,island,TSS1500-island,chr20:61150437-61150646,,,,,,-0.204486618,0.776060142
cg23136645,TPO,-10.94447248,2.94E-26,0.801146305,2,1418073,R,I,TSS200,opensea,TSS200-opensea,,,,,,,-0.261976978,0.688818144
cg10720080,AHSG,-10.95451526,2.67E-26,0.821604621,3,186330699,F,II,TSS200,opensea,TSS200-opensea,,,,,rs66939339,,-0.222390811,0.69744628
cg18930012,LRIT1,-10.95819235,2.57E-26,0.837209302,10,86001418,R,II,TSS1500,shelf,TSS1500-shelf,chr10:85997109-85997427,,,,,,-0.195444784,0.506332629
cg10648763,TGFBI,-10.96263644,2.46E-26,0.810739668,5,135364451,R,II,TSS200,shore,TSS200-shore,chr5:135364507-135365036,TRUE,,,,,-0.166277431,0.397125338
cg20686446,MED25,-10.98405537,2.00E-26,0.838575668,19,50320090,F,I,TSS1500,shore,TSS1500-shore,chr19:50321414-50321762,,,,,,-0.258369442,0.650274358
cg24881910,FCRL3,-10.9870243,1.94E-26,0.802905719,1,157672074,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.283561936,0.584373051
cg22181664,CLCA1,-11.00716785,1.60E-26,0.829349112,1,86934325,F,II,TSS200,opensea,TSS200-opensea,,,,,rs56130004,,-0.206810714,0.639716099
cg20857280,GLDN,-11.03088398,1.27E-26,0.818181818,15,51632905,R,II,TSS1500,shore,TSS1500-shore,chr15:51633724-51634318,,,,,,-0.163548617,0.781132669
cg02075221,KLK2,-11.03571392,1.21E-26,0.810046225,19,51376639,F,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.217828097,0.599095361
cg22154859,PFDN4,-11.06999171,8.62E-27,0.821958457,20,52823177,R,II,TSS1500,shore,TSS1500-shore,chr20:52824330-52825048,,,,,,-0.215983341,0.676221021
cg11759378,DPPA2,-11.07184526,8.47E-27,0.826064382,3,109035469,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.229714447,0.719152069
cg26589669,GSTO2,-11.09655347,6.64E-27,0.822745902,10,106028206,R,II,TSS1500,shore,TSS1500-shore,chr10:106028542-106029047,,,,,,-0.124240696,0.225463596
cg07313956,SFTPB,-11.10904535,5.87E-27,0.80610687,2,85895360,R,II,TSS200,opensea,TSS200-opensea,,,TRUE,,rs3024792,rs34024265,-0.174588637,0.782561245
cg25053386,MUC6,-11.11502515,5.54E-27,0.824097292,11,1036754,F,I,TSS200,island,TSS200-island,chr11:1036420-1036827,,,,,,-0.179353529,0.432840622
cg00214970,SPHKAP,-11.11664543,5.45E-27,0.831157501,2,229047701,R,II,TSS1500,shore,TSS1500-shore,chr2:229045957-229046553,,,,,,-0.23714763,0.405828447
cg02138218,TNN,-11.13785509,4.42E-27,0.829562594,1,175035502,F,II,TSS1500,opensea,TSS1500-opensea,,,,,rs12561971,,-0.175036848,0.774391474
cg01999908,PAX4,-11.14257521,4.22E-27,0.848920863,7,127256920,F,II,TSS1500,opensea,TSS1500-opensea,,,,,rs327513,,-0.262711214,0.694737039
cg17670263,MIR520C,-11.15498795,3.73E-27,0.88858345,19,54210233,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.242771426,0.396030111
cg02666489,SLC22A2,-11.20519345,2.27E-27,0.814962742,6,160680115,F,II,TSS200,shore,TSS200-shore,chr6:160679377-160679701,,,,,,-0.218902063,0.684550065
cg24462934,MAS1,-11.2300209,1.78E-27,0.815167332,6,160326705,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.202263246,0.727962666
cg05724257,SPDEF,-11.23261449,1.73E-27,0.85109978,6,34524290,F,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.186457844,0.437365237
cg20547131,MIR412,-11.23755317,1.65E-27,0.80275455,14,101531510,F,II,TSS1500,shore,TSS1500-shore,chr14:101531643-101532384,,,,,,-0.219484606,0.477924142
cg09796029,MIR519C,-11.28019759,1.08E-27,0.8005997,19,54189553,F,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.252062568,0.694234556
cg08684663,OLR1,-11.29297114,9.50E-28,0.814338629,12,10325221,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,rs34401616,-0.217169923,0.683498399
cg19099213,SPP2,-11.29595721,9.22E-28,0.824742268,2,234958715,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.236782538,0.742702341
cg04361126,SLC40A1,-11.33073371,6.51E-28,0.82978979,2,190446792,R,II,TSS1500,shore,TSS1500-shore,chr2:190445459-190445983,,,,,,-0.224739173,0.506299765
cg08985333,CIITA,-11.35762966,4.98E-28,0.861973192,16,10970960,F,II,TSS200,shore,TSS200-shore,chr16:10972782-10973305,TRUE,,,,,-0.158526796,0.243451514
cg13753460,MIR134,-11.36019273,4.85E-28,0.824773414,14,101520989,F,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.211727117,0.552115462
cg13392302,PSCA,-11.43152648,2.37E-28,0.810307358,8,143761697,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.243415216,0.578267212
cg10618704,GAS7,-11.43866588,2.21E-28,0.807749627,17,9940970,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.232851388,0.619182051
cg00622105,SPRED2,-11.44264166,2.12E-28,0.825567989,2,65594478,F,II,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,-0.162844849,0.767892084
cg04798303,MIR635,-11.46000822,1.78E-28,0.830409357,17,66421702,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.22763222,0.74122237
cg03314963,PTN,-11.46791277,1.64E-28,0.839996147,7,137028972,R,II,TSS1500,opensea,TSS1500-opensea,,,,,rs13235740,,-0.181198024,0.266471173
cg06912665,LARP1,-11.51050791,1.07E-28,0.831309042,5,154092290,R,II,TSS200,opensea,TSS200-opensea,,,TRUE,,,,-0.167477243,0.42280318
cg14255426,TRPM2,-11.51422589,1.03E-28,0.876245899,21,45773290,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.120506578,0.162463232
cg20260028,MIR211,-11.5236525,9.37E-29,0.802674717,15,31358057,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.263347927,0.67274167
cg09212118,GUCA2A,-11.55520172,6.81E-29,0.874550308,1,42630526,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.2057879,0.393560814
cg10989326,EVI5,-11.55567707,6.77E-29,0.826689149,1,93258908,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.175525685,0.709381026
cg27405706,TFF1,-11.59037808,4.76E-29,0.888746168,21,43786824,F,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.249980837,0.406296551
cg14355941,MIR496,-11.61355089,3.76E-29,0.83474027,14,101526485,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.280363718,0.664125148
cg13594463,KRT1,-11.63926748,2.90E-29,0.80885831,12,53075431,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.26001268,0.549060712
cg19602479,FCRL3,-11.64097861,2.85E-29,0.830409357,1,157670869,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,rs77100987,-0.294039984,0.677054022
cg15166296,MYF6,-11.66337765,2.27E-29,0.837481698,12,81101022,F,II,TSS1500,shore,TSS1500-shore,chr12:81102034-81102716,,,,rs78245242,,-0.202349342,0.728229944
cg13637893,MIR758,-11.66695916,2.18E-29,0.857142857,14,101492191,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.240155523,0.720292621
cg24098867,RACGAP1P,-11.66812088,2.16E-29,0.817365269,12,45459267,F,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.219583148,0.746190386
cg04358037,MMP21,-11.69794114,1.59E-29,0.840964508,10,127465013,F,II,TSS1500,shore,TSS1500-shore,chr10:127464156-127464385,,,,,,-0.191523197,0.687668095
cg14440205,MIR379,-11.73785234,1.06E-29,0.824966079,14,101487928,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.242713389,0.612412964
cg03610073,TLR2,-11.75553315,8.82E-30,0.838999359,4,154604770,F,I,TSS1500,shore,TSS1500-shore,chr4:154605086-154606052,,,,rs77521392,,-0.174134331,0.520487348
cg17710947,ZNF296,-11.77071662,7.55E-30,0.882492918,19,45580221,F,II,TSS1500,shore,TSS1500-shore,chr19:45579321-45580018,,,,,,-0.274964924,0.516732242
cg14779825,CEACAM8,-11.77260658,7.40E-30,0.80275455,19,43099845,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.201083961,0.586337869
cg27068996,KLK9,-11.80296634,5.42E-30,0.811292719,19,51513883,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.227447125,0.678703245
cg26089753,ESR1,-11.80419628,5.35E-30,0.8125,6,152127821,F,II,TSS1500,shore,TSS1500-shore,chr6:152128822-152129771,,,,,,-0.267845485,0.603273661
cg19928195,KALRN,-11.82479313,4.33E-30,0.859257432,3,123813191,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.260528852,0.67256449
cg05503887,EHF,-11.89008509,2.20E-30,0.814359357,11,34641925,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.228824239,0.547764305
cg00434119,DGKG,-11.89358718,2.13E-30,0.830409357,3,186080868,R,II,TSS1500,shore,TSS1500-shore,chr3:186078710-186080111,,TRUE,,,,-0.274393622,0.493629939
cg25545503,SLC22A2,-11.90382608,1.91E-30,0.826164325,6,160680162,F,I,TSS1500,shore,TSS1500-shore,chr6:160679377-160679701,,,,,,-0.284214396,0.656207962
cg25853078,OPCML,-11.93671058,1.36E-30,0.811375042,11,133402919,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.234938343,0.583480599
cg19871235,TSPAN8,-11.98595874,8.15E-31,0.883755503,12,71552569,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.256929891,0.532477249
cg06342430,ACSS2,-11.98859864,7.93E-31,0.814925373,20,33461536,R,II,TSS1500,shore,TSS1500-shore,chr20:33460430-33460866,,,,,,-0.202537771,0.702868579
cg16396488,PLA2G1B,-11.99832694,7.17E-31,0.814137835,12,120766223,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.196106562,0.62513831
