Model,ID1,ID2,ID3,ID4,average_accuracy,AUC,f1_score,AVG_accuracy,AVG_AUC,AVG_f1_score,,,Cluster1,Cluster2,Cluster3,Cluster4
XGBoost,cg24848035,cg19619405,cg05863502,cg16126280,0.973033708,0.928632524,0.984924623,,,,,,,,,
RandomForest,cg24848035,cg19619405,cg05863502,cg16126280,0.986516854,0.964316262,0.992462312,,,,,,,,,
Logistic Regression,cg26405020,cg19619405,cg05863502,cg16126280,0.937078652,0.758419758,0.965517241,,,,,,,,,
SVM,cg26405020,cg19619405,cg05863502,cg16126280,0.948314607,0.896049396,0.970849176,,,,,,,,,
XGBoost,cg26405020,cg19619405,cg05863502,cg16126280,0.959550562,0.874184754,0.9775,,,,,,,,,
RandomForest,cg26405020,cg19619405,cg05863502,cg16126280,0.946067416,0.857265049,0.969849246,,,,,,,,,
Logistic Regression,cg27494647,cg19619405,cg05863502,cg16126280,0.950561798,0.841013579,0.972568579,,,,,,,,,
SVM,cg27494647,cg19619405,cg05863502,cg16126280,0.966292135,0.92486368,0.981084489,,,,,,,,,
XGBoost,cg27494647,cg19619405,cg05863502,cg16126280,0.959550562,0.892948786,0.977386935,,,,,,,,,
RandomForest,cg27494647,cg19619405,cg05863502,cg16126280,0.968539326,0.926119962,0.982367758,,,,,,,,,
Logistic Regression,cg01158680,cg22881914,cg05863502,cg16126280,0.930337079,0.745268898,0.961775586,,,,,,,,,
SVM,cg01158680,cg22881914,cg05863502,cg16126280,0.950561798,0.897305677,0.972151899,,,,,,,,,
XGBoost,cg01158680,cg22881914,cg05863502,cg16126280,0.934831461,0.832219609,0.963522013,,,,,,,,,
RandomForest,cg01158680,cg22881914,cg05863502,cg16126280,0.943820225,0.856008767,0.968553459,,,,,,,,,
Logistic Regression,cg04037038,cg22881914,cg05863502,cg16126280,0.916853933,0.68143911,0.954712362,,,,,,,,,
SVM,cg04037038,cg22881914,cg05863502,cg16126280,0.923595506,0.816556185,0.957070707,,,,,,,,,
XGBoost,cg04037038,cg22881914,cg05863502,cg16126280,0.907865169,0.713942051,0.949068323,,,,,,,,,
RandomForest,cg04037038,cg22881914,cg05863502,cg16126280,0.925842697,0.789666417,0.958698373,,,,,,,,,
Logistic Regression,cg07445246,cg22881914,cg05863502,cg16126280,0.957303371,0.816636373,0.976572133,,,,,,,,,
SVM,cg07445246,cg22881914,cg05863502,cg16126280,0.975280899,0.948652839,0.986128625,,,,,,,,,
XGBoost,cg07445246,cg22881914,cg05863502,cg16126280,0.966292135,0.887335614,0.981273408,,,,,,,,,
RandomForest,cg07445246,cg22881914,cg05863502,cg16126280,0.973033708,0.919250508,0.984962406,,,,,,,,,
Logistic Regression,cg09293816,cg22881914,cg05863502,cg16126280,0.923595506,0.713354004,0.958230958,,,,,,,,,
SVM,cg09293816,cg22881914,cg05863502,cg16126280,0.948314607,0.886667379,0.970922882,,,,,,,,,
XGBoost,cg09293816,cg22881914,cg05863502,cg16126280,0.948314607,0.849139314,0.971214018,,,,,,,,,
RandomForest,cg09293816,cg22881914,cg05863502,cg16126280,0.950561798,0.859777611,0.972431078,,,,,,,,,
Logistic Regression,cg18710784,cg22881914,cg05863502,cg16126280,0.941573034,0.770314338,0.967980296,,,,,,,,,
SVM,cg18710784,cg22881914,cg05863502,cg16126280,0.946067416,0.885411098,0.969620253,,,,,,,,,
XGBoost,cg18710784,cg22881914,cg05863502,cg16126280,0.939325843,0.815968139,0.966292135,,,,,,,,,
RandomForest,cg18710784,cg22881914,cg05863502,cg16126280,0.957303371,0.882310489,0.976160602,,,,,,,,,
Logistic Regression,cg22877509,cg22881914,cg05863502,cg16126280,0.939325843,0.750294023,0.966871166,,,,,,,,,
SVM,cg22877509,cg22881914,cg05863502,cg16126280,0.957303371,0.891692505,0.976100629,,,,,,,,,
XGBoost,cg22877509,cg22881914,cg05863502,cg16126280,0.957303371,0.863546456,0.97627965,,,,,,,,,
RandomForest,cg22877509,cg22881914,cg05863502,cg16126280,0.957303371,0.872928472,0.976220275,,,,,,,,,
Logistic Regression,cg24848035,cg22881914,cg05863502,cg16126280,0.957303371,0.835400406,0.97645601,,,,,,,,,
SVM,cg24848035,cg22881914,cg05863502,cg16126280,0.970786517,0.936758259,0.983606557,,,,,,,,,
XGBoost,cg24848035,cg22881914,cg05863502,cg16126280,0.970786517,0.936758259,0.983606557,,,,,,,,,
RandomForest,cg24848035,cg22881914,cg05863502,cg16126280,0.973033708,0.938014541,0.98488665,,,,,,,,,
Logistic Regression,cg26405020,cg22881914,cg05863502,cg16126280,0.919101124,0.692077408,0.955882353,,,,,,,,,
SVM,cg26405020,cg22881914,cg05863502,cg16126280,0.934831461,0.860365658,0.963244613,,,,,,,,,
XGBoost,cg26405020,cg22881914,cg05863502,cg16126280,0.943820225,0.865390784,0.968474149,,,,,,,,,
RandomForest,cg26405020,cg22881914,cg05863502,cg16126280,0.934831461,0.813455576,0.963704631,,,,,,,,,
Logistic Regression,cg27494647,cg22881914,cg05863502,cg16126280,0.950561798,0.822249546,0.972704715,,,,,,,,,
SVM,cg27494647,cg22881914,cg05863502,cg16126280,0.961797753,0.903587084,0.978616352,,,,,,,,,
XGBoost,cg27494647,cg22881914,cg05863502,cg16126280,0.959550562,0.892948786,0.977386935,,,,,,,,,
RandomForest,cg27494647,cg22881914,cg05863502,cg16126280,0.970786517,0.927376243,0.983647799,,,,,,,,,
Logistic Regression,cg01158680,cg03520644,cg13545212,cg16126280,0.964044944,0.839169251,0.980246914,,,,,,,,,
SVM,cg01158680,cg03520644,cg13545212,cg16126280,0.964044944,0.895461349,0.979949875,,,,,,,,,
XGBoost,cg01158680,cg03520644,cg13545212,cg16126280,0.964044944,0.876697316,0.980049875,,,,,,,,,
RandomForest,cg01158680,cg03520644,cg13545212,cg16126280,0.973033708,0.900486475,0.985037406,,,,,,,,,
Logistic Regression,cg04037038,cg03520644,cg13545212,cg16126280,0.961797753,0.828530953,0.979038224,,,,,,,,,
SVM,cg04037038,cg03520644,cg13545212,cg16126280,0.966292135,0.896717631,0.981226533,,,,,,,,,
XGBoost,cg04037038,cg03520644,cg13545212,cg16126280,0.961797753,0.894205068,0.978670013,,,,,,,,,
RandomForest,cg04037038,cg03520644,cg13545212,cg16126280,0.970786517,0.90861221,0.983729662,,,,,,,,,
Decision Tree,cg07445246,cg03520644,cg13545212,cg16126280,0.950561798,0.831631562,0.972636816,,,,,,,,,
SVM,cg07445246,cg03520644,cg13545212,cg16126280,0.975280899,0.929888806,0.986198243,,,,,,,,,
XGBoost,cg07445246,cg03520644,cg13545212,cg16126280,0.973033708,0.909868491,0.985,,,,,,,,,
RandomForest,cg07445246,cg03520644,cg13545212,cg16126280,0.975280899,0.911124773,0.986267166,,,,,,,,,
Logistic Regression,cg09293816,cg03520644,cg13545212,cg16126280,0.957303371,0.816636373,0.976572133,,,,,,,,,
SVM,cg09293816,cg03520644,cg13545212,cg16126280,0.973033708,0.909868491,0.985,,,,,,,,,
XGBoost,cg09293816,cg03520644,cg13545212,cg16126280,0.961797753,0.875441035,0.978776529,,,,,,,,,
RandomForest,cg09293816,cg03520644,cg13545212,cg16126280,0.973033708,0.900486475,0.985037406,,,,,,,,,
Logistic Regression,cg18710784,cg03520644,cg13545212,cg16126280,0.964044944,0.839169251,0.980246914,,,,,,,,,
SVM,cg18710784,cg03520644,cg13545212,cg16126280,0.970786517,0.90861221,0.983729662,,,,,,,,,
XGBoost,cg18710784,cg03520644,cg13545212,cg16126280,0.966292135,0.887335614,0.981273408,,,,,,,,,
RandomForest,cg18710784,cg03520644,cg13545212,cg16126280,0.970786517,0.899230194,0.983770287,,,,,,,,,
Logistic Regression,cg22877509,cg03520644,cg13545212,cg16126280,0.959550562,0.817892655,0.977832512,,,,,,,,,
SVM,cg22877509,cg03520644,cg13545212,cg16126280,0.970786517,0.899230194,0.983770287,,,,,,,,,
XGBoost,cg22877509,cg03520644,cg13545212,cg16126280,0.964044944,0.8673153,0.980099502,,,,,,,,,
RandomForest,cg22877509,cg03520644,cg13545212,cg16126280,0.97752809,0.912381054,0.987531172,,,,,,,,,
Logistic Regression,cg24848035,cg03520644,cg13545212,cg16126280,0.970786517,0.871084144,0.983890954,,,,,,,,,
SVM,cg24848035,cg03520644,cg13545212,cg16126280,0.975280899,0.920506789,0.986232791,,,,,,,,,
XGBoost,cg24848035,cg03520644,cg13545212,cg16126280,0.970786517,0.936758259,0.983606557,,,,,,,,,
RandomForest,cg24848035,cg03520644,cg13545212,cg16126280,0.979775281,0.932401369,0.98873592,,,,,,,,,
Logistic Regression,cg26405020,cg03520644,cg13545212,cg16126280,0.966292135,0.849807548,0.981458591,,,,,,,,,
SVM,cg26405020,cg03520644,cg13545212,cg16126280,0.970786517,0.899230194,0.983770287,,,,,,,,,
XGBoost,cg26405020,cg03520644,cg13545212,cg16126280,0.964044944,0.8673153,0.980099502,,,,,,,,,
RandomForest,cg26405020,cg03520644,cg13545212,cg16126280,0.966292135,0.887335614,0.981273408,,,,,,,,,
Logistic Regression,cg27494647,cg03520644,cg13545212,cg16126280,0.968539326,0.860445846,0.982673267,,,,,,,,,
SVM,cg27494647,cg03520644,cg13545212,cg16126280,0.973033708,0.900486475,0.985037406,,,,,,,,,
XGBoost,cg27494647,cg03520644,cg13545212,cg16126280,0.968539326,0.897973912,0.9825,,,,,,,,,
RandomForest,cg27494647,cg03520644,cg13545212,cg16126280,0.975280899,0.911124773,0.986267166,,,,,,,,,
Logistic Regression,cg01158680,cg09554951,cg13545212,cg16126280,0.950561798,0.794103496,0.972906404,,,,,,,,,
SVM,cg01158680,cg09554951,cg13545212,cg16126280,0.957303371,0.901074522,0.976040353,,,,,,,,,
XGBoost,cg01158680,cg09554951,cg13545212,cg16126280,0.959550562,0.864802737,0.97755611,,,,,,,,,
RandomForest,cg01158680,cg09554951,cg13545212,cg16126280,0.973033708,0.909868491,0.985,,,,,,,,,
Logistic Regression,cg04037038,cg09554951,cg13545212,cg16126280,0.923595506,0.666443922,0.958737864,,,,,,,,,
SVM,cg04037038,cg09554951,cg13545212,cg16126280,0.939325843,0.844114188,0.966037736,,,,,,,,,
XGBoost,cg04037038,cg09554951,cg13545212,cg16126280,0.946067416,0.838501016,0.97,,,,,,,,,
RandomForest,cg04037038,cg09554951,cg13545212,cg16126280,0.957303371,0.872928472,0.976220275,,,,,,,,,
Logistic Regression,cg07445246,cg09554951,cg13545212,cg16126280,0.948314607,0.792847215,0.971639951,,,,,,,,,
SVM,cg07445246,cg09554951,cg13545212,cg16126280,0.957303371,0.882310489,0.976160602,,,,,,,,,
XGBoost,cg07445246,cg09554951,cg13545212,cg16126280,0.950561798,0.869159628,0.972361809,,,,,,,,,
RandomForest,cg07445246,cg09554951,cg13545212,cg16126280,0.959550562,0.88356677,0.977443609,,,,,,,,,
Logistic Regression,cg09293816,cg09554951,cg13545212,cg16126280,0.93258427,0.71837913,0.963325183,,,,,,,,,
SVM,cg09293816,cg09554951,cg13545212,cg16126280,0.961797753,0.903587084,0.978616352,,,,,,,,,
XGBoost,cg09293816,cg09554951,cg13545212,cg16126280,0.970786517,0.90861221,0.983729662,,,,,,,,,
RandomForest,cg09293816,cg09554951,cg13545212,cg16126280,0.973033708,0.919250508,0.984962406,,,,,,,,,
Logistic Regression,cg18710784,cg09554951,cg13545212,cg16126280,0.948314607,0.783465198,0.971709717,,,,,,,,,
SVM,cg18710784,cg09554951,cg13545212,cg16126280,0.964044944,0.895461349,0.979949875,,,,,,,,,
XGBoost,cg18710784,cg09554951,cg13545212,cg16126280,0.961797753,0.894205068,0.978670013,,,,,,,,,
RandomForest,cg18710784,cg09554951,cg13545212,cg16126280,0.975280899,0.911124773,0.986267166,,,,,,,,,
Logistic Regression,cg22877509,cg09554951,cg13545212,cg16126280,0.934831461,0.729017428,0.964504284,,,,,,,,,
SVM,cg22877509,cg09554951,cg13545212,cg16126280,0.950561798,0.850395595,0.9725,,,,,,,,,
XGBoost,cg22877509,cg09554951,cg13545212,cg16126280,0.957303371,0.891692505,0.976100629,,,,,,,,,
RandomForest,cg22877509,cg09554951,cg13545212,cg16126280,0.968539326,0.888591896,0.982543641,,,,,,,,,
Logistic Regression,cg24848035,cg09554951,cg13545212,cg16126280,0.961797753,0.847294986,0.978934325,,,,,,,,,
SVM,cg24848035,cg09554951,cg13545212,cg16126280,0.973033708,0.909868491,0.985,,,,,,,,,
XGBoost,cg24848035,cg09554951,cg13545212,cg16126280,0.970786517,0.927376243,0.983647799,,,,,,,,,
RandomForest,cg24848035,cg09554951,cg13545212,cg16126280,0.973033708,0.928632524,0.984924623,,,,,,,,,
Logistic Regression,cg26405020,cg09554951,cg13545212,cg16126280,0.934831461,0.729017428,0.964504284,,,,,,,,,
SVM,cg26405020,cg09554951,cg13545212,cg16126280,0.95505618,0.871672191,0.974937343,,,,,,,,,
XGBoost,cg26405020,cg09554951,cg13545212,cg16126280,0.959550562,0.88356677,0.977443609,,,,,,,,,
RandomForest,cg26405020,cg09554951,cg13545212,cg16126280,0.975280899,0.911124773,0.986267166,,,,,,,,,
Logistic Regression,cg27494647,cg09554951,cg13545212,cg16126280,0.952808989,0.814123811,0.974042027,,,,,,,,,
SVM,cg27494647,cg09554951,cg13545212,cg16126280,0.961797753,0.903587084,0.978616352,,,,,,,,,
XGBoost,cg27494647,cg09554951,cg13545212,cg16126280,0.964044944,0.895461349,0.979949875,,,,,,,,,
RandomForest,cg27494647,cg09554951,cg13545212,cg16126280,0.968539326,0.907355929,0.98245614,,,,,,,,,
Logistic Regression,cg01158680,cg10266490,cg13545212,cg16126280,0.964044944,0.848551267,0.98019802,,,,,,,,,
SVM,cg01158680,cg10266490,cg13545212,cg16126280,0.975280899,0.929888806,0.986198243,,,,,,,,,
XGBoost,cg01158680,cg10266490,cg13545212,cg16126280,0.966292135,0.877953598,0.98132005,,,,,,,,,
RandomForest,cg01158680,cg10266490,cg13545212,cg16126280,0.975280899,0.901742756,0.98630137,,,,,,,,,
Logistic Regression,cg04037038,cg10266490,cg13545212,cg16126280,0.959550562,0.827274671,0.977777778,,,,,,,,,
SVM,cg04037038,cg10266490,cg13545212,cg16126280,0.975280899,0.948652839,0.986128625,,,,,,,,,
XGBoost,cg04037038,cg10266490,cg13545212,cg16126280,0.964044944,0.876697316,0.980049875,,,,,,,,,
RandomForest,cg04037038,cg10266490,cg13545212,cg16126280,0.973033708,0.909868491,0.985,,,,,,,,,
Logistic Regression,cg07445246,cg10266490,cg13545212,cg16126280,0.959550562,0.836656688,0.977722772,,,,,,,,,
SVM,cg07445246,cg10266490,cg13545212,cg16126280,0.970786517,0.936758259,0.983606557,,,,,,,,,
XGBoost,cg07445246,cg10266490,cg13545212,cg16126280,0.975280899,0.929888806,0.986198243,,,,,,,,,
RandomForest,cg07445246,cg10266490,cg13545212,cg16126280,0.966292135,0.887335614,0.981273408,,,,,,,,,
Logistic Regression,cg09293816,cg10266490,cg13545212,cg16126280,0.959550562,0.827274671,0.977777778,,,,,,,,,
SVM,cg09293816,cg10266490,cg13545212,cg16126280,0.975280899,0.939270822,0.986163522,,,,,,,,,
XGBoost,cg09293816,cg10266490,cg13545212,cg16126280,0.966292135,0.887335614,0.981273408,,,,,,,,,
RandomForest,cg09293816,cg10266490,cg13545212,cg16126280,0.970786517,0.899230194,0.983770287,,,,,,,,,
Logistic Regression,cg18710784,cg10266490,cg13545212,cg16126280,0.968539326,0.869827863,0.982630273,,,,,,,,,
SVM,cg18710784,cg10266490,cg13545212,cg16126280,0.979775281,0.951165401,0.988679245,,,,,,,,,
XGBoost,cg18710784,cg10266490,cg13545212,cg16126280,0.975280899,0.911124773,0.986267166,,,,,,,,,
RandomForest,cg18710784,cg10266490,cg13545212,cg16126280,0.97752809,0.921763071,0.9875,,,,,,,,,
Logistic Regression,cg22877509,cg10266490,cg13545212,cg16126280,0.959550562,0.836656688,0.977722772,,,,,,,,,
SVM,cg22877509,cg10266490,cg13545212,cg16126280,0.973033708,0.928632524,0.984924623,,,,,,,,,
XGBoost,cg22877509,cg10266490,cg13545212,cg16126280,0.966292135,0.896717631,0.981226533,,,,,,,,,
RandomForest,cg22877509,cg10266490,cg13545212,cg16126280,0.970786517,0.889848177,0.98381071,,,,,,,,,
Logistic Regression,cg24848035,cg10266490,cg13545212,cg16126280,0.968539326,0.860445846,0.982673267,,,,,,,,,
SVM,cg24848035,cg10266490,cg13545212,cg16126280,0.975280899,0.939270822,0.986163522,,,,,,,,,
XGBoost,cg24848035,cg10266490,cg13545212,cg16126280,0.973033708,0.909868491,0.985,,,,,,,,,
RandomForest,cg24848035,cg10266490,cg13545212,cg16126280,0.97752809,0.921763071,0.9875,,,,,,,,,
Logistic Regression,cg26405020,cg10266490,cg13545212,cg16126280,0.964044944,0.848551267,0.98019802,,,,,,,,,
SVM,cg26405020,cg10266490,cg13545212,cg16126280,0.982022472,0.943039666,0.989974937,,,,,,,,,
XGBoost,cg26405020,cg10266490,cg13545212,cg16126280,0.959550562,0.855420721,0.97761194,,,,,,,,,
RandomForest,cg26405020,cg10266490,cg13545212,cg16126280,0.968539326,0.888591896,0.982543641,,,,,,,,,
Logistic Regression,cg27494647,cg10266490,cg13545212,cg16126280,0.964044944,0.857933283,0.980148883,,,,,,,,,
SVM,cg27494647,cg10266490,cg13545212,cg16126280,0.97752809,0.940527104,0.987437186,,,,,,,,,
XGBoost,cg27494647,cg10266490,cg13545212,cg16126280,0.95505618,0.862290174,0.975,,,,,,,,,
RandomForest,cg27494647,cg10266490,cg13545212,cg16126280,0.968539326,0.888591896,0.982543641,,,,,,,,,
Logistic Regression,cg01158680,cg14502484,cg13545212,cg16126280,0.959550562,0.836656688,0.977722772,,,,,,,,,
SVM,cg01158680,cg14502484,cg13545212,cg16126280,0.973033708,0.947396557,0.984848485,,,,,,,,,
XGBoost,cg01158680,cg14502484,cg13545212,cg16126280,0.952808989,0.861033893,0.973717146,,,,,,,,,
RandomForest,cg01158680,cg14502484,cg13545212,cg16126280,0.973033708,0.919250508,0.984962406,,,,,,,,,
Logistic Regression,cg04037038,cg14502484,cg13545212,cg16126280,0.939325843,0.75967604,0.966789668,,,,,,,,,
SVM,cg04037038,cg14502484,cg13545212,cg16126280,0.961797753,0.931733134,0.978453739,,,,,,,,,
XGBoost,cg04037038,cg14502484,cg13545212,cg16126280,0.937078652,0.805329841,0.965087282,,,,,,,,,
RandomForest,cg04037038,cg14502484,cg13545212,cg16126280,0.950561798,0.859777611,0.972431078,,,,,,,,,
Logistic Regression,cg07445246,cg14502484,cg13545212,cg16126280,0.950561798,0.822249546,0.972704715,,,,,,,,,
SVM,cg07445246,cg14502484,cg13545212,cg16126280,0.966292135,0.934245697,0.981036662,,,,,,,,,
XGBoost,cg07445246,cg14502484,cg13545212,cg16126280,0.943820225,0.856008767,0.968553459,,,,,,,,,
RandomForest,cg07445246,cg14502484,cg13545212,cg16126280,0.948314607,0.867903347,0.971069182,,,,,,,,,
Logistic Regression,cg09293816,cg14502484,cg13545212,cg16126280,0.957303371,0.816636373,0.976572133,,,,,,,,,
SVM,cg09293816,cg14502484,cg13545212,cg16126280,0.970786517,0.917994226,0.983688833,,,,,,,,,
XGBoost,cg09293816,cg14502484,cg13545212,cg16126280,0.968539326,0.888591896,0.982543641,,,,,,,,,
RandomForest,cg09293816,cg14502484,cg13545212,cg16126280,0.97752809,0.921763071,0.9875,,,,,,,,,
Logistic Regression,cg18710784,cg14502484,cg13545212,cg16126280,0.950561798,0.803485513,0.972839506,,,,,,,,,
SVM,cg18710784,cg14502484,cg13545212,cg16126280,0.970786517,0.946140276,0.983565107,,,,,,,,,
XGBoost,cg18710784,cg14502484,cg13545212,cg16126280,0.961797753,0.884823051,0.978723404,,,,,,,,,
RandomForest,cg18710784,cg14502484,cg13545212,cg16126280,0.95505618,0.862290174,0.975,,,,,,,,,
Logistic Regression,cg22877509,cg14502484,cg13545212,cg16126280,0.952808989,0.823505827,0.973977695,,,,,,,,,
SVM,cg22877509,cg14502484,cg13545212,cg16126280,0.95505618,0.89981824,0.974747475,,,,,,,,,
XGBoost,cg22877509,cg14502484,cg13545212,cg16126280,0.959550562,0.88356677,0.977443609,,,,,,,,,
RandomForest,cg22877509,cg14502484,cg13545212,cg16126280,0.961797753,0.875441035,0.978776529,,,,,,,,,
Logistic Regression,cg24848035,cg14502484,cg13545212,cg16126280,0.973033708,0.881722442,0.985111663,,,,,,,,,
SVM,cg24848035,cg14502484,cg13545212,cg16126280,0.979775281,0.951165401,0.988679245,,,,,,,,,
XGBoost,cg24848035,cg14502484,cg13545212,cg16126280,0.97752809,0.94990912,0.987405542,,,,,,,,,
RandomForest,cg24848035,cg14502484,cg13545212,cg16126280,0.984269663,0.944295948,0.991239049,,,,,,,,,
Logistic Regression,cg26405020,cg14502484,cg13545212,cg16126280,0.964044944,0.848551267,0.98019802,,,,,,,,,
SVM,cg26405020,cg14502484,cg13545212,cg16126280,0.968539326,0.916737945,0.98241206,,,,,,,,,
XGBoost,cg26405020,cg14502484,cg13545212,cg16126280,0.970786517,0.899230194,0.983770287,,,,,,,,,
RandomForest,cg26405020,cg14502484,cg13545212,cg16126280,0.975280899,0.920506789,0.986232791,,,,,,,,,
Decision Tree,cg27494647,cg14502484,cg13545212,cg16126280,0.950561798,0.849139314,0.971214018,,,,,,,,,
SVM,cg27494647,cg14502484,cg13545212,cg16126280,0.968539326,0.916737945,0.98241206,,,,,,,,,
XGBoost,cg27494647,cg14502484,cg13545212,cg16126280,0.964044944,0.895461349,0.979949875,,,,,,,,,
RandomForest,cg27494647,cg14502484,cg13545212,cg16126280,0.968539326,0.907355929,0.98245614,,,,,,,,,
Logistic Regression,cg01158680,cg16294013,cg13545212,cg16126280,0.957303371,0.82601839,0.976514215,,,,,,,,,
SVM,cg01158680,cg16294013,cg13545212,cg16126280,0.968539326,0.926119962,0.982367758,,,,,,,,,
XGBoost,cg01158680,cg16294013,cg13545212,cg16126280,0.950561798,0.859777611,0.972431078,,,,,,,,,
RandomForest,cg01158680,cg16294013,cg13545212,cg16126280,0.957303371,0.882310489,0.976160602,,,,,,,,,
Logistic Regression,cg04037038,cg16294013,cg13545212,cg16126280,0.928089888,0.687720517,0.96107056,,,,,,,,,
SVM,cg04037038,cg16294013,cg13545212,cg16126280,0.959550562,0.921094836,0.97721519,,,,,,,,,
XGBoost,cg04037038,cg16294013,cg13545212,cg16126280,0.948314607,0.820993264,0.971428571,,,,,,,,,
RandomForest,cg04037038,cg16294013,cg13545212,cg16126280,0.959550562,0.874184754,0.9775,,,,,,,,,
Logistic Regression,cg07445246,cg16294013,cg13545212,cg16126280,0.952808989,0.814123811,0.974042027,,,,,,,,,
SVM,cg07445246,cg16294013,cg13545212,cg16126280,0.966292135,0.934245697,0.981036662,,,,,,,,,
XGBoost,cg07445246,cg16294013,cg13545212,cg16126280,0.966292135,0.896717631,0.981226533,,,,,,,,,
RandomForest,cg07445246,cg16294013,cg13545212,cg16126280,0.970786517,0.917994226,0.983688833,,,,,,,,,
Logistic Regression,cg09293816,cg16294013,cg13545212,cg16126280,0.93258427,0.737143163,0.963144963,,,,,,,,,
SVM,cg09293816,cg16294013,cg13545212,cg16126280,0.966292135,0.92486368,0.981084489,,,,,,,,,
XGBoost,cg09293816,cg16294013,cg13545212,cg16126280,0.968539326,0.916737945,0.98241206,,,,,,,,,
RandomForest,cg09293816,cg16294013,cg13545212,cg16126280,0.966292135,0.896717631,0.981226533,,,,,,,,,
Logistic Regression,cg18710784,cg16294013,cg13545212,cg16126280,0.948314607,0.802229231,0.971569839,,,,,,,,,
SVM,cg18710784,cg16294013,cg13545212,cg16126280,0.973033708,0.947396557,0.984848485,,,,,,,,,
XGBoost,cg18710784,cg16294013,cg13545212,cg16126280,0.952808989,0.84226986,0.97384807,,,,,,,,,
RandomForest,cg18710784,cg16294013,cg13545212,cg16126280,0.95505618,0.852908158,0.975062344,,,,,,,,,
Logistic Regression,cg22877509,cg16294013,cg13545212,cg16126280,0.943820225,0.780952636,0.969173859,,,,,,,,,
SVM,cg22877509,cg16294013,cg13545212,cg16126280,0.966292135,0.906099647,0.981179423,,,,,,,,,
XGBoost,cg22877509,cg16294013,cg13545212,cg16126280,0.961797753,0.884823051,0.978723404,,,,,,,,,
RandomForest,cg22877509,cg16294013,cg13545212,cg16126280,0.957303371,0.863546456,0.97627965,,,,,,,,,
Decision Tree,cg24848035,cg16294013,cg13545212,cg16126280,0.957303371,0.862290174,0.975,,,,,,,,,
SVM,cg24848035,cg16294013,cg13545212,cg16126280,0.975280899,0.929888806,0.986198243,,,,,,,,,
XGBoost,cg24848035,cg16294013,cg13545212,cg16126280,0.966292135,0.915481664,0.981132075,,,,,,,,,
RandomForest,cg24848035,cg16294013,cg13545212,cg16126280,0.979775281,0.941783385,0.988707654,,,,,,,,,
Logistic Regression,cg26405020,cg16294013,cg13545212,cg16126280,0.941573034,0.770314338,0.967980296,,,,,,,,,
SVM,cg26405020,cg16294013,cg13545212,cg16126280,0.964044944,0.904843366,0.979899497,,,,,,,,,
XGBoost,cg26405020,cg16294013,cg13545212,cg16126280,0.966292135,0.906099647,0.981179423,,,,,,,,,
RandomForest,cg26405020,cg16294013,cg13545212,cg16126280,0.966292135,0.896717631,0.981226533,,,,,,,,,
Logistic Regression,cg27494647,cg16294013,cg13545212,cg16126280,0.95505618,0.834144125,0.975186104,,,,,,,,,
SVM,cg27494647,cg16294013,cg13545212,cg16126280,0.964044944,0.904843366,0.979899497,,,,,,,,,
XGBoost,cg27494647,cg16294013,cg13545212,cg16126280,0.961797753,0.894205068,0.978670013,,,,,,,,,
RandomForest,cg27494647,cg16294013,cg13545212,cg16126280,0.957303371,0.863546456,0.97627965,,,,,,,,,
Logistic Regression,cg01158680,cg19619405,cg13545212,cg16126280,0.961797753,0.847294986,0.978934325,,,,,,,,,
SVM,cg01158680,cg19619405,cg13545212,cg16126280,0.966292135,0.92486368,0.981084489,,,,,,,,,
XGBoost,cg01158680,cg19619405,cg13545212,cg16126280,0.95505618,0.881054207,0.974874372,,,,,,,,,
RandomForest,cg01158680,cg19619405,cg13545212,cg16126280,0.968539326,0.897973912,0.9825,,,,,,,,,
Logistic Regression,cg04037038,cg19619405,cg13545212,cg16126280,0.934831461,0.738399444,0.964417178,,,,,,,,,
SVM,cg04037038,cg19619405,cg13545212,cg16126280,0.959550562,0.939858869,0.977099237,,,,,,,,,
XGBoost,cg04037038,cg19619405,cg13545212,cg16126280,0.961797753,0.912969101,0.978562421,,,,,,,,,
RandomForest,cg04037038,cg19619405,cg13545212,cg16126280,0.961797753,0.894205068,0.978670013,,,,,,,,,
Logistic Regression,cg07445246,cg19619405,cg13545212,cg16126280,0.957303371,0.82601839,0.976514215,,,,,,,,,
SVM,cg07445246,cg19619405,cg13545212,cg16126280,0.964044944,0.932989415,0.979746835,,,,,,,,,
XGBoost,cg07445246,cg19619405,cg13545212,cg16126280,0.964044944,0.895461349,0.979949875,,,,,,,,,
RandomForest,cg07445246,cg19619405,cg13545212,cg16126280,0.966292135,0.896717631,0.981226533,,,,,,,,,
Logistic Regression,cg09293816,cg19619405,cg13545212,cg16126280,0.943820225,0.790334652,0.969097651,,,,,,,,,
SVM,cg09293816,cg19619405,cg13545212,cg16126280,0.966292135,0.915481664,0.981132075,,,,,,,,,
XGBoost,cg09293816,cg19619405,cg13545212,cg16126280,0.964044944,0.895461349,0.979949875,,,,,,,,,
RandomForest,cg09293816,cg19619405,cg13545212,cg16126280,0.961797753,0.894205068,0.978670013,,,,,,,,,
Logistic Regression,cg18710784,cg19619405,cg13545212,cg16126280,0.959550562,0.855420721,0.97761194,,,,,,,,,
SVM,cg18710784,cg19619405,cg13545212,cg16126280,0.970786517,0.946140276,0.983565107,,,,,,,,,
